,param_name,biome,criteria,rank,variable,measure
38,krmax,Subtropical desert,EFLX_LH_TOT_iav_Subtropical desert,4,EFLX_LH_TOT,iav
39,leafcn,Subtropical desert,EFLX_LH_TOT_iav_Subtropical desert,5,EFLX_LH_TOT,iav
40,maximum_leaf_wetted_fraction,Temperate rain forest,EFLX_LH_TOT_mean_Temperate rain forest,1,EFLX_LH_TOT,mean
41,tpu25ratio,Temperate rain forest,EFLX_LH_TOT_mean_Temperate rain forest,2,EFLX_LH_TOT,mean
42,jmaxb1,Temperate rain forest,EFLX_LH_TOT_mean_Temperate rain forest,3,EFLX_LH_TOT,mean
43,jmaxb0,Temperate rain forest,EFLX_LH_TOT_mean_Temperate rain forest,4,EFLX_LH_TOT,mean
44,medlynintercept,Temperate rain forest,EFLX_LH_TOT_mean_Temperate rain forest,5,EFLX_LH_TOT,mean
45,maximum_leaf_wetted_fraction,Temperate rain forest,EFLX_LH_TOT_iav_Temperate rain forest,1,EFLX_LH_TOT,iav
46,dleaf,Temperate rain forest,EFLX_LH_TOT_iav_Temperate rain forest,2,EFLX_LH_TOT,iav
47,jmaxb0,Temperate rain forest,EFLX_LH_TOT_iav_Temperate rain forest,3,EFLX_LH_TOT,iav
48,cv,Temperate rain forest,EFLX_LH_TOT_iav_Temperate rain forest,4,EFLX_LH_TOT,iav
49,tpu25ratio,Temperate rain forest,EFLX_LH_TOT_iav_Temperate rain forest,5,EFLX_LH_TOT,iav
50,medlynslope,Temperate seasonal forest,EFLX_LH_TOT_mean_Temperate seasonal forest,1,EFLX_LH_TOT,mean
51,medlynintercept,Temperate seasonal forest,EFLX_LH_TOT_mean_Temperate seasonal forest,2,EFLX_LH_TOT,mean
52,kmax,Temperate seasonal forest,EFLX_LH_TOT_mean_Temperate seasonal forest,3,EFLX_LH_TOT,mean
53,liq_canopy_storage_scalar,Temperate seasonal forest,EFLX_LH_TOT_mean_Temperate seasonal forest,4,EFLX_LH_TOT,mean
54,jmaxb1,Temperate seasonal forest,EFLX_LH_TOT_mean_Temperate seasonal forest,5,EFLX_LH_TOT,mean
55,medlynintercept,Temperate seasonal forest,EFLX_LH_TOT_iav_Temperate seasonal forest,1,EFLX_LH_TOT,iav
56,kmax,Temperate seasonal forest,EFLX_LH_TOT_iav_Temperate seasonal forest,2,EFLX_LH_TOT,iav
57,liq_canopy_storage_scalar,Temperate seasonal forest,EFLX_LH_TOT_iav_Temperate seasonal forest,3,EFLX_LH_TOT,iav
58,medlynslope,Temperate seasonal forest,EFLX_LH_TOT_iav_Temperate seasonal forest,4,EFLX_LH_TOT,iav
59,FUN_fracfixers,Temperate seasonal forest,EFLX_LH_TOT_iav_Temperate seasonal forest,5,EFLX_LH_TOT,iav
60,fff,Woodland/shrubland,EFLX_LH_TOT_mean_Woodland/shrubland,1,EFLX_LH_TOT,mean
61,jmaxb1,Woodland/shrubland,EFLX_LH_TOT_mean_Woodland/shrubland,2,EFLX_LH_TOT,mean
62,kmax,Woodland/shrubland,EFLX_LH_TOT_mean_Woodland/shrubland,3,EFLX_LH_TOT,mean
63,tpu25ratio,Woodland/shrubland,EFLX_LH_TOT_mean_Woodland/shrubland,4,EFLX_LH_TOT,mean
64,medlynslope,Woodland/shrubland,EFLX_LH_TOT_mean_Woodland/shrubland,5,EFLX_LH_TOT,mean
65,kmax,Woodland/shrubland,EFLX_LH_TOT_iav_Woodland/shrubland,1,EFLX_LH_TOT,iav
66,medlynslope,Woodland/shrubland,EFLX_LH_TOT_iav_Woodland/shrubland,2,EFLX_LH_TOT,iav
67,jmaxb1,Woodland/shrubland,EFLX_LH_TOT_iav_Woodland/shrubland,3,EFLX_LH_TOT,iav
68,jmaxb0,Woodland/shrubland,EFLX_LH_TOT_iav_Woodland/shrubland,4,EFLX_LH_TOT,iav
69,theta_cj,Woodland/shrubland,EFLX_LH_TOT_iav_Woodland/shrubland,5,EFLX_LH_TOT,iav
70,fff,Temperate grassland/desert,EFLX_LH_TOT_mean_Temperate grassland/desert,1,EFLX_LH_TOT,mean
71,krmax,Temperate grassland/desert,EFLX_LH_TOT_mean_Temperate grassland/desert,2,EFLX_LH_TOT,mean
72,d_max,Temperate grassland/desert,EFLX_LH_TOT_mean_Temperate grassland/desert,3,EFLX_LH_TOT,mean
73,kmax,Temperate grassland/desert,EFLX_LH_TOT_mean_Temperate grassland/desert,4,EFLX_LH_TOT,mean
74,sand_pf,Temperate grassland/desert,EFLX_LH_TOT_mean_Temperate grassland/desert,5,EFLX_LH_TOT,mean
75,medlynslope,Temperate grassland/desert,EFLX_LH_TOT_iav_Temperate grassland/desert,1,EFLX_LH_TOT,iav
76,jmaxb0,Temperate grassland/desert,EFLX_LH_TOT_iav_Temperate grassland/desert,2,EFLX_LH_TOT,iav
77,leafcn,Temperate grassland/desert,EFLX_LH_TOT_iav_Temperate grassland/desert,3,EFLX_LH_TOT,iav
78,wc2wjb0,Temperate grassland/desert,EFLX_LH_TOT_iav_Temperate grassland/desert,4,EFLX_LH_TOT,iav
79,FUN_fracfixers,Temperate grassland/desert,EFLX_LH_TOT_iav_Temperate grassland/desert,5,EFLX_LH_TOT,iav
80,medlynslope,Boreal forest,EFLX_LH_TOT_mean_Boreal forest,1,EFLX_LH_TOT,mean
81,medlynintercept,Boreal forest,EFLX_LH_TOT_mean_Boreal forest,2,EFLX_LH_TOT,mean
82,liq_canopy_storage_scalar,Boreal forest,EFLX_LH_TOT_mean_Boreal forest,3,EFLX_LH_TOT,mean
83,kmax,Boreal forest,EFLX_LH_TOT_mean_Boreal forest,4,EFLX_LH_TOT,mean
84,jmaxb0,Boreal forest,EFLX_LH_TOT_mean_Boreal forest,5,EFLX_LH_TOT,mean
85,kmax,Boreal forest,EFLX_LH_TOT_iav_Boreal forest,1,EFLX_LH_TOT,iav
86,medlynslope,Boreal forest,EFLX_LH_TOT_iav_Boreal forest,2,EFLX_LH_TOT,iav
87,medlynintercept,Boreal forest,EFLX_LH_TOT_iav_Boreal forest,3,EFLX_LH_TOT,iav
88,jmaxb0,Boreal forest,EFLX_LH_TOT_iav_Boreal forest,4,EFLX_LH_TOT,iav
89,liq_canopy_storage_scalar,Boreal forest,EFLX_LH_TOT_iav_Boreal forest,5,EFLX_LH_TOT,iav
90,medlynslope,Tundra,EFLX_LH_TOT_mean_Tundra,1,EFLX_LH_TOT,mean
91,fff,Tundra,EFLX_LH_TOT_mean_Tundra,2,EFLX_LH_TOT,mean
92,jmaxb0,Tundra,EFLX_LH_TOT_mean_Tundra,3,EFLX_LH_TOT,mean
93,kmax,Tundra,EFLX_LH_TOT_mean_Tundra,4,EFLX_LH_TOT,mean
94,slopebeta,Tundra,EFLX_LH_TOT_mean_Tundra,5,EFLX_LH_TOT,mean
95,fff,Tundra,EFLX_LH_TOT_iav_Tundra,1,EFLX_LH_TOT,iav
96,jmaxb0,Tundra,EFLX_LH_TOT_iav_Tundra,2,EFLX_LH_TOT,iav
97,tpu25ratio,Tundra,EFLX_LH_TOT_iav_Tundra,3,EFLX_LH_TOT,iav
98,minpsi_hr,Tundra,EFLX_LH_TOT_iav_Tundra,4,EFLX_LH_TOT,iav
99,slopemax,Tundra,EFLX_LH_TOT_iav_Tundra,5,EFLX_LH_TOT,iav
100,zetamaxstable,Ice sheet,FSH_mean_Ice sheet,1,FSH,mean
101,zsno,Ice sheet,FSH_mean_Ice sheet,2,FSH,mean
102,xdrdt,Ice sheet,FSH_mean_Ice sheet,3,FSH,mean
103,snw_rds_refrz,Ice sheet,FSH_mean_Ice sheet,4,FSH,mean
104,upplim_destruct_metamorph,Ice sheet,FSH_mean_Ice sheet,5,FSH,mean
105,zetamaxstable,Ice sheet,FSH_iav_Ice sheet,1,FSH,iav
106,zsno,Ice sheet,FSH_iav_Ice sheet,2,FSH,iav
107,snw_rds_refrz,Ice sheet,FSH_iav_Ice sheet,3,FSH,iav
108,xdrdt,Ice sheet,FSH_iav_Ice sheet,4,FSH,iav
109,upplim_destruct_metamorph,Ice sheet,FSH_iav_Ice sheet,5,FSH,iav
110,kmax,Tropical rain forest,FSH_mean_Tropical rain forest,1,FSH,mean
111,liq_canopy_storage_scalar,Tropical rain forest,FSH_mean_Tropical rain forest,2,FSH,mean
112,maximum_leaf_wetted_fraction,Tropical rain forest,FSH_mean_Tropical rain forest,3,FSH,mean
113,psi50,Tropical rain forest,FSH_mean_Tropical rain forest,4,FSH,mean
114,medlynintercept,Tropical rain forest,FSH_mean_Tropical rain forest,5,FSH,mean
115,maximum_leaf_wetted_fraction,Tropical rain forest,FSH_iav_Tropical rain forest,1,FSH,iav
116,cv,Tropical rain forest,FSH_iav_Tropical rain forest,2,FSH,iav
117,dleaf,Tropical rain forest,FSH_iav_Tropical rain forest,3,FSH,iav
118,medlynintercept,Tropical rain forest,FSH_iav_Tropical rain forest,4,FSH,iav
119,fff,Tropical rain forest,FSH_iav_Tropical rain forest,5,FSH,iav
120,kmax,Tropical seasonal forest/savanna,FSH_mean_Tropical seasonal forest/savanna,1,FSH,mean
121,medlynslope,Tropical seasonal forest/savanna,FSH_mean_Tropical seasonal forest/savanna,2,FSH,mean
122,medlynintercept,Tropical seasonal forest/savanna,FSH_mean_Tropical seasonal forest/savanna,3,FSH,mean
123,liq_canopy_storage_scalar,Tropical seasonal forest/savanna,FSH_mean_Tropical seasonal forest/savanna,4,FSH,mean
124,maximum_leaf_wetted_fraction,Tropical seasonal forest/savanna,FSH_mean_Tropical seasonal forest/savanna,5,FSH,mean
125,frac_sat_soil_dsl_init,Tropical seasonal forest/savanna,FSH_iav_Tropical seasonal forest/savanna,1,FSH,iav
126,maximum_leaf_wetted_fraction,Tropical seasonal forest/savanna,FSH_iav_Tropical seasonal forest/savanna,2,FSH,iav
127,krmax,Tropical seasonal forest/savanna,FSH_iav_Tropical seasonal forest/savanna,3,FSH,iav
128,medlynintercept,Tropical seasonal forest/savanna,FSH_iav_Tropical seasonal forest/savanna,4,FSH,iav
129,d_max,Tropical seasonal forest/savanna,FSH_iav_Tropical seasonal forest/savanna,5,FSH,iav
130,fff,Subtropical desert,FSH_mean_Subtropical desert,1,FSH,mean
131,zlnd,Subtropical desert,FSH_mean_Subtropical desert,2,FSH,mean
132,d_max,Subtropical desert,FSH_mean_Subtropical desert,3,FSH,mean
133,rhosnir,Subtropical desert,FSH_mean_Subtropical desert,4,FSH,mean
134,zetamaxstable,Subtropical desert,FSH_mean_Subtropical desert,5,FSH,mean
135,vcmaxse_sf,Subtropical desert,FSH_iav_Subtropical desert,1,FSH,iav
136,vcmaxhd,Subtropical desert,FSH_iav_Subtropical desert,2,FSH,iav
137,kcha,Subtropical desert,FSH_iav_Subtropical desert,3,FSH,iav
138,vcmaxha,Subtropical desert,FSH_iav_Subtropical desert,4,FSH,iav
139,wc2wjb0,Subtropical desert,FSH_iav_Subtropical desert,5,FSH,iav
140,maximum_leaf_wetted_fraction,Temperate rain forest,FSH_mean_Temperate rain forest,1,FSH,mean
141,tpu25ratio,Temperate rain forest,FSH_mean_Temperate rain forest,2,FSH,mean
142,jmaxb1,Temperate rain forest,FSH_mean_Temperate rain forest,3,FSH,mean
143,jmaxb0,Temperate rain forest,FSH_mean_Temperate rain forest,4,FSH,mean
144,wc2wjb0,Temperate rain forest,FSH_mean_Temperate rain forest,5,FSH,mean
145,maximum_leaf_wetted_fraction,Temperate rain forest,FSH_iav_Temperate rain forest,1,FSH,iav
146,tpu25ratio,Temperate rain forest,FSH_iav_Temperate rain forest,2,FSH,iav
147,tpuha,Temperate rain forest,FSH_iav_Temperate rain forest,3,FSH,iav
148,jmaxb0,Temperate rain forest,FSH_iav_Temperate rain forest,4,FSH,iav
149,dleaf,Temperate rain forest,FSH_iav_Temperate rain forest,5,FSH,iav
150,medlynslope,Temperate seasonal forest,FSH_mean_Temperate seasonal forest,1,FSH,mean
151,medlynintercept,Temperate seasonal forest,FSH_mean_Temperate seasonal forest,2,FSH,mean
152,liq_canopy_storage_scalar,Temperate seasonal forest,FSH_mean_Temperate seasonal forest,3,FSH,mean
153,kmax,Temperate seasonal forest,FSH_mean_Temperate seasonal forest,4,FSH,mean
154,jmaxb1,Temperate seasonal forest,FSH_mean_Temperate seasonal forest,5,FSH,mean
155,medlynintercept,Temperate seasonal forest,FSH_iav_Temperate seasonal forest,1,FSH,iav
156,kmax,Temperate seasonal forest,FSH_iav_Temperate seasonal forest,2,FSH,iav
157,medlynslope,Temperate seasonal forest,FSH_iav_Temperate seasonal forest,3,FSH,iav
158,maximum_leaf_wetted_fraction,Temperate seasonal forest,FSH_iav_Temperate seasonal forest,4,FSH,iav
159,z0mr,Temperate seasonal forest,FSH_iav_Temperate seasonal forest,5,FSH,iav
160,fff,Woodland/shrubland,FSH_mean_Woodland/shrubland,1,FSH,mean
161,medlynslope,Woodland/shrubland,FSH_mean_Woodland/shrubland,2,FSH,mean
162,kmax,Woodland/shrubland,FSH_mean_Woodland/shrubland,3,FSH,mean
163,taulnir,Woodland/shrubland,FSH_mean_Woodland/shrubland,4,FSH,mean
164,jmaxb1,Woodland/shrubland,FSH_mean_Woodland/shrubland,5,FSH,mean
165,medlynslope,Woodland/shrubland,FSH_iav_Woodland/shrubland,1,FSH,iav
166,FUN_fracfixers,Woodland/shrubland,FSH_iav_Woodland/shrubland,2,FSH,iav
167,frac_sat_soil_dsl_init,Woodland/shrubland,FSH_iav_Woodland/shrubland,3,FSH,iav
168,jmaxb1,Woodland/shrubland,FSH_iav_Woodland/shrubland,4,FSH,iav
169,wc2wjb0,Woodland/shrubland,FSH_iav_Woodland/shrubland,5,FSH,iav
170,zsno,Temperate grassland/desert,FSH_mean_Temperate grassland/desert,1,FSH,mean
171,fff,Temperate grassland/desert,FSH_mean_Temperate grassland/desert,2,FSH,mean
172,d_max,Temperate grassland/desert,FSH_mean_Temperate grassland/desert,3,FSH,mean
173,rhosnir,Temperate grassland/desert,FSH_mean_Temperate grassland/desert,4,FSH,mean
174,zlnd,Temperate grassland/desert,FSH_mean_Temperate grassland/desert,5,FSH,mean
175,sand_pf,Temperate grassland/desert,FSH_iav_Temperate grassland/desert,1,FSH,iav
176,medlynintercept,Temperate grassland/desert,FSH_iav_Temperate grassland/desert,2,FSH,iav
177,wc2wjb0,Temperate grassland/desert,FSH_iav_Temperate grassland/desert,3,FSH,iav
178,jmaxb0,Temperate grassland/desert,FSH_iav_Temperate grassland/desert,4,FSH,iav
179,frac_sat_soil_dsl_init,Temperate grassland/desert,FSH_iav_Temperate grassland/desert,5,FSH,iav
180,medlynslope,Boreal forest,FSH_mean_Boreal forest,1,FSH,mean
181,medlynintercept,Boreal forest,FSH_mean_Boreal forest,2,FSH,mean
182,liq_canopy_storage_scalar,Boreal forest,FSH_mean_Boreal forest,3,FSH,mean
183,kmax,Boreal forest,FSH_mean_Boreal forest,4,FSH,mean
184,jmaxb0,Boreal forest,FSH_mean_Boreal forest,5,FSH,mean
185,fff,Boreal forest,FSH_iav_Boreal forest,1,FSH,iav
186,upplim_destruct_metamorph,Boreal forest,FSH_iav_Boreal forest,2,FSH,iav
187,jmaxb1,Boreal forest,FSH_iav_Boreal forest,3,FSH,iav
188,zsno,Boreal forest,FSH_iav_Boreal forest,4,FSH,iav
189,maximum_leaf_wetted_fraction,Boreal forest,FSH_iav_Boreal forest,5,FSH,iav
190,fff,Tundra,FSH_mean_Tundra,1,FSH,mean
191,zetamaxstable,Tundra,FSH_mean_Tundra,2,FSH,mean
192,slopebeta,Tundra,FSH_mean_Tundra,3,FSH,mean
193,medlynslope,Tundra,FSH_mean_Tundra,4,FSH,mean
194,kmax,Tundra,FSH_mean_Tundra,5,FSH,mean
195,zetamaxstable,Tundra,FSH_iav_Tundra,1,FSH,iav
196,zsno,Tundra,FSH_iav_Tundra,2,FSH,iav
197,medlynintercept,Tundra,FSH_iav_Tundra,3,FSH,iav
198,accum_factor,Tundra,FSH_iav_Tundra,4,FSH,iav
199,kmax,Tundra,FSH_iav_Tundra,5,FSH,iav
200,zetamaxstable,Ice sheet,ET_mean_Ice sheet,1,ET,mean
201,zsno,Ice sheet,ET_mean_Ice sheet,2,ET,mean
202,snw_rds_refrz,Ice sheet,ET_mean_Ice sheet,3,ET,mean
203,upplim_destruct_metamorph,Ice sheet,ET_mean_Ice sheet,4,ET,mean
204,xdrdt,Ice sheet,ET_mean_Ice sheet,5,ET,mean
205,zsno,Ice sheet,ET_iav_Ice sheet,1,ET,iav
206,zetamaxstable,Ice sheet,ET_iav_Ice sheet,2,ET,iav
207,snw_rds_refrz,Ice sheet,ET_iav_Ice sheet,3,ET,iav
208,upplim_destruct_metamorph,Ice sheet,ET_iav_Ice sheet,4,ET,iav
209,xdrdt,Ice sheet,ET_iav_Ice sheet,5,ET,iav
210,kmax,Tropical rain forest,ET_mean_Tropical rain forest,1,ET,mean
211,liq_canopy_storage_scalar,Tropical rain forest,ET_mean_Tropical rain forest,2,ET,mean
212,maximum_leaf_wetted_fraction,Tropical rain forest,ET_mean_Tropical rain forest,3,ET,mean
213,psi50,Tropical rain forest,ET_mean_Tropical rain forest,4,ET,mean
214,medlynintercept,Tropical rain forest,ET_mean_Tropical rain forest,5,ET,mean
215,maximum_leaf_wetted_fraction,Tropical rain forest,ET_iav_Tropical rain forest,1,ET,iav
216,cv,Tropical rain forest,ET_iav_Tropical rain forest,2,ET,iav
217,kmax,Tropical rain forest,ET_iav_Tropical rain forest,3,ET,iav
218,fff,Tropical rain forest,ET_iav_Tropical rain forest,4,ET,iav
219,dleaf,Tropical rain forest,ET_iav_Tropical rain forest,5,ET,iav
220,kmax,Tropical seasonal forest/savanna,ET_mean_Tropical seasonal forest/savanna,1,ET,mean
221,fff,Tropical seasonal forest/savanna,ET_mean_Tropical seasonal forest/savanna,2,ET,mean
222,medlynintercept,Tropical seasonal forest/savanna,ET_mean_Tropical seasonal forest/savanna,3,ET,mean
223,medlynslope,Tropical seasonal forest/savanna,ET_mean_Tropical seasonal forest/savanna,4,ET,mean
224,liq_canopy_storage_scalar,Tropical seasonal forest/savanna,ET_mean_Tropical seasonal forest/savanna,5,ET,mean
225,frac_sat_soil_dsl_init,Tropical seasonal forest/savanna,ET_iav_Tropical seasonal forest/savanna,1,ET,iav
226,sand_pf,Tropical seasonal forest/savanna,ET_iav_Tropical seasonal forest/savanna,2,ET,iav
227,maximum_leaf_wetted_fraction,Tropical seasonal forest/savanna,ET_iav_Tropical seasonal forest/savanna,3,ET,iav
228,baseflow_scalar,Tropical seasonal forest/savanna,ET_iav_Tropical seasonal forest/savanna,4,ET,iav
229,d_max,Tropical seasonal forest/savanna,ET_iav_Tropical seasonal forest/savanna,5,ET,iav
230,fff,Subtropical desert,ET_mean_Subtropical desert,1,ET,mean
231,krmax,Subtropical desert,ET_mean_Subtropical desert,2,ET,mean
232,sand_pf,Subtropical desert,ET_mean_Subtropical desert,3,ET,mean
233,kmax,Subtropical desert,ET_mean_Subtropical desert,4,ET,mean
234,medlynslope,Subtropical desert,ET_mean_Subtropical desert,5,ET,mean
235,fff,Subtropical desert,ET_iav_Subtropical desert,1,ET,iav
236,vcmaxhd,Subtropical desert,ET_iav_Subtropical desert,2,ET,iav
237,medlynslope,Subtropical desert,ET_iav_Subtropical desert,3,ET,iav
238,krmax,Subtropical desert,ET_iav_Subtropical desert,4,ET,iav
239,leafcn,Subtropical desert,ET_iav_Subtropical desert,5,ET,iav
240,maximum_leaf_wetted_fraction,Temperate rain forest,ET_mean_Temperate rain forest,1,ET,mean
241,tpu25ratio,Temperate rain forest,ET_mean_Temperate rain forest,2,ET,mean
242,jmaxb1,Temperate rain forest,ET_mean_Temperate rain forest,3,ET,mean
243,jmaxb0,Temperate rain forest,ET_mean_Temperate rain forest,4,ET,mean
244,medlynintercept,Temperate rain forest,ET_mean_Temperate rain forest,5,ET,mean
245,maximum_leaf_wetted_fraction,Temperate rain forest,ET_iav_Temperate rain forest,1,ET,iav
246,dleaf,Temperate rain forest,ET_iav_Temperate rain forest,2,ET,iav
247,jmaxb0,Temperate rain forest,ET_iav_Temperate rain forest,3,ET,iav
248,cv,Temperate rain forest,ET_iav_Temperate rain forest,4,ET,iav
249,tpu25ratio,Temperate rain forest,ET_iav_Temperate rain forest,5,ET,iav
250,medlynslope,Temperate seasonal forest,ET_mean_Temperate seasonal forest,1,ET,mean
251,medlynintercept,Temperate seasonal forest,ET_mean_Temperate seasonal forest,2,ET,mean
252,kmax,Temperate seasonal forest,ET_mean_Temperate seasonal forest,3,ET,mean
253,liq_canopy_storage_scalar,Temperate seasonal forest,ET_mean_Temperate seasonal forest,4,ET,mean
254,jmaxb1,Temperate seasonal forest,ET_mean_Temperate seasonal forest,5,ET,mean
255,medlynintercept,Temperate seasonal forest,ET_iav_Temperate seasonal forest,1,ET,iav
256,kmax,Temperate seasonal forest,ET_iav_Temperate seasonal forest,2,ET,iav
257,liq_canopy_storage_scalar,Temperate seasonal forest,ET_iav_Temperate seasonal forest,3,ET,iav
258,medlynslope,Temperate seasonal forest,ET_iav_Temperate seasonal forest,4,ET,iav
259,FUN_fracfixers,Temperate seasonal forest,ET_iav_Temperate seasonal forest,5,ET,iav
260,fff,Woodland/shrubland,ET_mean_Woodland/shrubland,1,ET,mean
261,jmaxb1,Woodland/shrubland,ET_mean_Woodland/shrubland,2,ET,mean
262,kmax,Woodland/shrubland,ET_mean_Woodland/shrubland,3,ET,mean
263,tpu25ratio,Woodland/shrubland,ET_mean_Woodland/shrubland,4,ET,mean
264,medlynslope,Woodland/shrubland,ET_mean_Woodland/shrubland,5,ET,mean
265,kmax,Woodland/shrubland,ET_iav_Woodland/shrubland,1,ET,iav
266,medlynslope,Woodland/shrubland,ET_iav_Woodland/shrubland,2,ET,iav
267,jmaxb1,Woodland/shrubland,ET_iav_Woodland/shrubland,3,ET,iav
268,jmaxb0,Woodland/shrubland,ET_iav_Woodland/shrubland,4,ET,iav
269,theta_cj,Woodland/shrubland,ET_iav_Woodland/shrubland,5,ET,iav
270,fff,Temperate grassland/desert,ET_mean_Temperate grassland/desert,1,ET,mean
271,krmax,Temperate grassland/desert,ET_mean_Temperate grassland/desert,2,ET,mean
272,d_max,Temperate grassland/desert,ET_mean_Temperate grassland/desert,3,ET,mean
273,kmax,Temperate grassland/desert,ET_mean_Temperate grassland/desert,4,ET,mean
274,sand_pf,Temperate grassland/desert,ET_mean_Temperate grassland/desert,5,ET,mean
275,medlynslope,Temperate grassland/desert,ET_iav_Temperate grassland/desert,1,ET,iav
276,jmaxb0,Temperate grassland/desert,ET_iav_Temperate grassland/desert,2,ET,iav
277,leafcn,Temperate grassland/desert,ET_iav_Temperate grassland/desert,3,ET,iav
278,wc2wjb0,Temperate grassland/desert,ET_iav_Temperate grassland/desert,4,ET,iav
279,FUN_fracfixers,Temperate grassland/desert,ET_iav_Temperate grassland/desert,5,ET,iav
280,medlynslope,Boreal forest,ET_mean_Boreal forest,1,ET,mean
281,medlynintercept,Boreal forest,ET_mean_Boreal forest,2,ET,mean
282,liq_canopy_storage_scalar,Boreal forest,ET_mean_Boreal forest,3,ET,mean
283,kmax,Boreal forest,ET_mean_Boreal forest,4,ET,mean
284,jmaxb0,Boreal forest,ET_mean_Boreal forest,5,ET,mean
285,kmax,Boreal forest,ET_iav_Boreal forest,1,ET,iav
286,medlynslope,Boreal forest,ET_iav_Boreal forest,2,ET,iav
287,medlynintercept,Boreal forest,ET_iav_Boreal forest,3,ET,iav
288,jmaxb0,Boreal forest,ET_iav_Boreal forest,4,ET,iav
289,liq_canopy_storage_scalar,Boreal forest,ET_iav_Boreal forest,5,ET,iav
290,medlynslope,Tundra,ET_mean_Tundra,1,ET,mean
291,fff,Tundra,ET_mean_Tundra,2,ET,mean
292,jmaxb0,Tundra,ET_mean_Tundra,3,ET,mean
293,kmax,Tundra,ET_mean_Tundra,4,ET,mean
294,slopebeta,Tundra,ET_mean_Tundra,5,ET,mean
295,fff,Tundra,ET_iav_Tundra,1,ET,iav
296,jmaxb0,Tundra,ET_iav_Tundra,2,ET,iav
297,tpu25ratio,Tundra,ET_iav_Tundra,3,ET,iav
298,minpsi_hr,Tundra,ET_iav_Tundra,4,ET,iav
299,slopemax,Tundra,ET_iav_Tundra,5,ET,iav
300,zsno,Ice sheet,TAUX_mean_Ice sheet,1,TAUX,mean
301,zetamaxstable,Ice sheet,TAUX_mean_Ice sheet,2,TAUX,mean
302,zlnd,Ice sheet,TAUX_mean_Ice sheet,3,TAUX,mean
303,snw_rds_refrz,Ice sheet,TAUX_mean_Ice sheet,4,TAUX,mean
304,xdrdt,Ice sheet,TAUX_mean_Ice sheet,5,TAUX,mean
305,zsno,Ice sheet,TAUX_iav_Ice sheet,1,TAUX,iav
306,zetamaxstable,Ice sheet,TAUX_iav_Ice sheet,2,TAUX,iav
307,zlnd,Ice sheet,TAUX_iav_Ice sheet,3,TAUX,iav
308,snw_rds_refrz,Ice sheet,TAUX_iav_Ice sheet,4,TAUX,iav
309,xdrdt,Ice sheet,TAUX_iav_Ice sheet,5,TAUX,iav
310,z0mr,Tropical rain forest,TAUX_mean_Tropical rain forest,1,TAUX,mean
311,nstem,Tropical rain forest,TAUX_mean_Tropical rain forest,2,TAUX,mean
312,maximum_leaf_wetted_fraction,Tropical rain forest,TAUX_mean_Tropical rain forest,3,TAUX,mean
313,medlynintercept,Tropical rain forest,TAUX_mean_Tropical rain forest,4,TAUX,mean
314,liq_canopy_storage_scalar,Tropical rain forest,TAUX_mean_Tropical rain forest,5,TAUX,mean
315,z0mr,Tropical rain forest,TAUX_iav_Tropical rain forest,1,TAUX,iav
316,nstem,Tropical rain forest,TAUX_iav_Tropical rain forest,2,TAUX,iav
317,kmax,Tropical rain forest,TAUX_iav_Tropical rain forest,3,TAUX,iav
318,medlynintercept,Tropical rain forest,TAUX_iav_Tropical rain forest,4,TAUX,iav
319,medlynslope,Tropical rain forest,TAUX_iav_Tropical rain forest,5,TAUX,iav
320,z0mr,Tropical seasonal forest/savanna,TAUX_mean_Tropical seasonal forest/savanna,1,TAUX,mean
321,nstem,Tropical seasonal forest/savanna,TAUX_mean_Tropical seasonal forest/savanna,2,TAUX,mean
322,medlynintercept,Tropical seasonal forest/savanna,TAUX_mean_Tropical seasonal forest/savanna,3,TAUX,mean
323,medlynslope,Tropical seasonal forest/savanna,TAUX_mean_Tropical seasonal forest/savanna,4,TAUX,mean
324,liq_canopy_storage_scalar,Tropical seasonal forest/savanna,TAUX_mean_Tropical seasonal forest/savanna,5,TAUX,mean
325,z0mr,Tropical seasonal forest/savanna,TAUX_iav_Tropical seasonal forest/savanna,1,TAUX,iav
326,nstem,Tropical seasonal forest/savanna,TAUX_iav_Tropical seasonal forest/savanna,2,TAUX,iav
327,medlynslope,Tropical seasonal forest/savanna,TAUX_iav_Tropical seasonal forest/savanna,3,TAUX,iav
328,medlynintercept,Tropical seasonal forest/savanna,TAUX_iav_Tropical seasonal forest/savanna,4,TAUX,iav
329,liq_canopy_storage_scalar,Tropical seasonal forest/savanna,TAUX_iav_Tropical seasonal forest/savanna,5,TAUX,iav
330,zlnd,Subtropical desert,TAUX_mean_Subtropical desert,1,TAUX,mean
331,z0mr,Subtropical desert,TAUX_mean_Subtropical desert,2,TAUX,mean
332,d_max,Subtropical desert,TAUX_mean_Subtropical desert,3,TAUX,mean
333,medlynintercept,Subtropical desert,TAUX_mean_Subtropical desert,4,TAUX,mean
334,zetamaxstable,Subtropical desert,TAUX_mean_Subtropical desert,5,TAUX,mean
335,z0mr,Subtropical desert,TAUX_iav_Subtropical desert,1,TAUX,iav
336,zlnd,Subtropical desert,TAUX_iav_Subtropical desert,2,TAUX,iav
337,medlynslope,Subtropical desert,TAUX_iav_Subtropical desert,3,TAUX,iav
338,medlynintercept,Subtropical desert,TAUX_iav_Subtropical desert,4,TAUX,iav
