,param_name,biome,criteria,rank,variable,measure
645,jmaxb1,Temperate rain forest,albedo_allSW_iav_Temperate rain forest,1,albedo_allSW,iav
646,jmaxb0,Temperate rain forest,albedo_allSW_iav_Temperate rain forest,2,albedo_allSW,iav
647,vcmaxha,Temperate rain forest,albedo_allSW_iav_Temperate rain forest,3,albedo_allSW,iav
648,jmaxha,Temperate rain forest,albedo_allSW_iav_Temperate rain forest,4,albedo_allSW,iav
649,lmrhd,Temperate rain forest,albedo_allSW_iav_Temperate rain forest,5,albedo_allSW,iav
650,taulnir,Temperate seasonal forest,albedo_allSW_mean_Temperate seasonal forest,1,albedo_allSW,mean
651,rholnir,Temperate seasonal forest,albedo_allSW_mean_Temperate seasonal forest,2,albedo_allSW,mean
652,rhosnir,Temperate seasonal forest,albedo_allSW_mean_Temperate seasonal forest,3,albedo_allSW,mean
653,rholvis,Temperate seasonal forest,albedo_allSW_mean_Temperate seasonal forest,4,albedo_allSW,mean
654,xl,Temperate seasonal forest,albedo_allSW_mean_Temperate seasonal forest,5,albedo_allSW,mean
655,q10_mr,Temperate seasonal forest,albedo_allSW_iav_Temperate seasonal forest,1,albedo_allSW,iav
656,rhosnir,Temperate seasonal forest,albedo_allSW_iav_Temperate seasonal forest,2,albedo_allSW,iav
657,upplim_destruct_metamorph,Temperate seasonal forest,albedo_allSW_iav_Temperate seasonal forest,3,albedo_allSW,iav
658,fff,Temperate seasonal forest,albedo_allSW_iav_Temperate seasonal forest,4,albedo_allSW,iav
659,snw_rds_refrz,Temperate seasonal forest,albedo_allSW_iav_Temperate seasonal forest,5,albedo_allSW,iav
660,taulnir,Woodland/shrubland,albedo_allSW_mean_Woodland/shrubland,1,albedo_allSW,mean
661,rholnir,Woodland/shrubland,albedo_allSW_mean_Woodland/shrubland,2,albedo_allSW,mean
662,rhosnir,Woodland/shrubland,albedo_allSW_mean_Woodland/shrubland,3,albedo_allSW,mean
663,rholvis,Woodland/shrubland,albedo_allSW_mean_Woodland/shrubland,4,albedo_allSW,mean
664,tausnir,Woodland/shrubland,albedo_allSW_mean_Woodland/shrubland,5,albedo_allSW,mean
665,taulnir,Woodland/shrubland,albedo_allSW_iav_Woodland/shrubland,1,albedo_allSW,iav
666,rholnir,Woodland/shrubland,albedo_allSW_iav_Woodland/shrubland,2,albedo_allSW,iav
667,accum_factor,Woodland/shrubland,albedo_allSW_iav_Woodland/shrubland,3,albedo_allSW,iav
668,slatop,Woodland/shrubland,albedo_allSW_iav_Woodland/shrubland,4,albedo_allSW,iav
669,medlynintercept,Woodland/shrubland,albedo_allSW_iav_Woodland/shrubland,5,albedo_allSW,iav
670,sand_pf,Temperate grassland/desert,albedo_allSW_mean_Temperate grassland/desert,1,albedo_allSW,mean
671,d_max,Temperate grassland/desert,albedo_allSW_mean_Temperate grassland/desert,2,albedo_allSW,mean
672,rhosnir,Temperate grassland/desert,albedo_allSW_mean_Temperate grassland/desert,3,albedo_allSW,mean
673,clay_pf,Temperate grassland/desert,albedo_allSW_mean_Temperate grassland/desert,4,albedo_allSW,mean
674,accum_factor,Temperate grassland/desert,albedo_allSW_mean_Temperate grassland/desert,5,albedo_allSW,mean
675,accum_factor,Temperate grassland/desert,albedo_allSW_iav_Temperate grassland/desert,1,albedo_allSW,iav
676,zsno,Temperate grassland/desert,albedo_allSW_iav_Temperate grassland/desert,2,albedo_allSW,iav
677,jmaxb0,Temperate grassland/desert,albedo_allSW_iav_Temperate grassland/desert,3,albedo_allSW,iav
678,xdrdt,Temperate grassland/desert,albedo_allSW_iav_Temperate grassland/desert,4,albedo_allSW,iav
679,wc2wjb0,Temperate grassland/desert,albedo_allSW_iav_Temperate grassland/desert,5,albedo_allSW,iav
680,rholnir,Boreal forest,albedo_allSW_mean_Boreal forest,1,albedo_allSW,mean
681,taulnir,Boreal forest,albedo_allSW_mean_Boreal forest,2,albedo_allSW,mean
682,rhosnir,Boreal forest,albedo_allSW_mean_Boreal forest,3,albedo_allSW,mean
683,snow_canopy_storage_scalar,Boreal forest,albedo_allSW_mean_Boreal forest,4,albedo_allSW,mean
684,rholvis,Boreal forest,albedo_allSW_mean_Boreal forest,5,albedo_allSW,mean
685,rholnir,Boreal forest,albedo_allSW_iav_Boreal forest,1,albedo_allSW,iav
686,accum_factor,Boreal forest,albedo_allSW_iav_Boreal forest,2,albedo_allSW,iav
687,upplim_destruct_metamorph,Boreal forest,albedo_allSW_iav_Boreal forest,3,albedo_allSW,iav
688,taulnir,Boreal forest,albedo_allSW_iav_Boreal forest,4,albedo_allSW,iav
689,rhosnir,Boreal forest,albedo_allSW_iav_Boreal forest,5,albedo_allSW,iav
690,nstem,Tundra,albedo_allSW_mean_Tundra,1,albedo_allSW,mean
691,tpu25ratio,Tundra,albedo_allSW_mean_Tundra,2,albedo_allSW,mean
692,jmaxb0,Tundra,albedo_allSW_mean_Tundra,3,albedo_allSW,mean
693,rhosnir,Tundra,albedo_allSW_mean_Tundra,4,albedo_allSW,mean
694,FUN_fracfixers,Tundra,albedo_allSW_mean_Tundra,5,albedo_allSW,mean
695,zsno,Tundra,albedo_allSW_iav_Tundra,1,albedo_allSW,iav
696,accum_factor,Tundra,albedo_allSW_iav_Tundra,2,albedo_allSW,iav
697,upplim_destruct_metamorph,Tundra,albedo_allSW_iav_Tundra,3,albedo_allSW,iav
698,fff,Tundra,albedo_allSW_iav_Tundra,4,albedo_allSW,iav
699,nstem,Tundra,albedo_allSW_iav_Tundra,5,albedo_allSW,iav
700,zsno,Ice sheet,alb_DirVis_mean_Ice sheet,1,alb_DirVis,mean
701,zetamaxstable,Ice sheet,alb_DirVis_mean_Ice sheet,2,alb_DirVis,mean
702,snw_rds_refrz,Ice sheet,alb_DirVis_mean_Ice sheet,3,alb_DirVis,mean
703,xdrdt,Ice sheet,alb_DirVis_mean_Ice sheet,4,alb_DirVis,mean
704,upplim_destruct_metamorph,Ice sheet,alb_DirVis_mean_Ice sheet,5,alb_DirVis,mean
705,zsno,Ice sheet,alb_DirVis_iav_Ice sheet,1,alb_DirVis,iav
706,snw_rds_refrz,Ice sheet,alb_DirVis_iav_Ice sheet,2,alb_DirVis,iav
707,zetamaxstable,Ice sheet,alb_DirVis_iav_Ice sheet,3,alb_DirVis,iav
708,slopebeta,Ice sheet,alb_DirVis_iav_Ice sheet,4,alb_DirVis,iav
709,a_exp,Ice sheet,alb_DirVis_iav_Ice sheet,5,alb_DirVis,iav
710,rholvis,Tropical rain forest,alb_DirVis_mean_Tropical rain forest,1,alb_DirVis,mean
711,taulvis,Tropical rain forest,alb_DirVis_mean_Tropical rain forest,2,alb_DirVis,mean
712,xl,Tropical rain forest,alb_DirVis_mean_Tropical rain forest,3,alb_DirVis,mean
713,rhosvis,Tropical rain forest,alb_DirVis_mean_Tropical rain forest,4,alb_DirVis,mean
714,medlynslope,Tropical rain forest,alb_DirVis_mean_Tropical rain forest,5,alb_DirVis,mean
715,fff,Tropical rain forest,alb_DirVis_iav_Tropical rain forest,1,alb_DirVis,iav
716,liq_canopy_storage_scalar,Tropical rain forest,alb_DirVis_iav_Tropical rain forest,2,alb_DirVis,iav
717,medlynslope,Tropical rain forest,alb_DirVis_iav_Tropical rain forest,3,alb_DirVis,iav
718,medlynintercept,Tropical rain forest,alb_DirVis_iav_Tropical rain forest,4,alb_DirVis,iav
719,kmax,Tropical rain forest,alb_DirVis_iav_Tropical rain forest,5,alb_DirVis,iav
720,rholvis,Tropical seasonal forest/savanna,alb_DirVis_mean_Tropical seasonal forest/savanna,1,alb_DirVis,mean
721,rhosvis,Tropical seasonal forest/savanna,alb_DirVis_mean_Tropical seasonal forest/savanna,2,alb_DirVis,mean
722,taulvis,Tropical seasonal forest/savanna,alb_DirVis_mean_Tropical seasonal forest/savanna,3,alb_DirVis,mean
723,sand_pf,Tropical seasonal forest/savanna,alb_DirVis_mean_Tropical seasonal forest/savanna,4,alb_DirVis,mean
724,fff,Tropical seasonal forest/savanna,alb_DirVis_mean_Tropical seasonal forest/savanna,5,alb_DirVis,mean
725,kn_nonmyc,Tropical seasonal forest/savanna,alb_DirVis_iav_Tropical seasonal forest/savanna,1,alb_DirVis,iav
726,d_max,Tropical seasonal forest/savanna,alb_DirVis_iav_Tropical seasonal forest/savanna,2,alb_DirVis,iav
727,FUN_fracfixers,Tropical seasonal forest/savanna,alb_DirVis_iav_Tropical seasonal forest/savanna,3,alb_DirVis,iav
728,KCN,Tropical seasonal forest/savanna,alb_DirVis_iav_Tropical seasonal forest/savanna,4,alb_DirVis,iav
729,sand_pf,Tropical seasonal forest/savanna,alb_DirVis_iav_Tropical seasonal forest/savanna,5,alb_DirVis,iav
730,sand_pf,Subtropical desert,alb_DirVis_mean_Subtropical desert,1,alb_DirVis,mean
731,d_max,Subtropical desert,alb_DirVis_mean_Subtropical desert,2,alb_DirVis,mean
732,clay_pf,Subtropical desert,alb_DirVis_mean_Subtropical desert,3,alb_DirVis,mean
733,fff,Subtropical desert,alb_DirVis_mean_Subtropical desert,4,alb_DirVis,mean
734,rhosvis,Subtropical desert,alb_DirVis_mean_Subtropical desert,5,alb_DirVis,mean
735,fff,Subtropical desert,alb_DirVis_iav_Subtropical desert,1,alb_DirVis,iav
736,krmax,Subtropical desert,alb_DirVis_iav_Subtropical desert,2,alb_DirVis,iav
737,KCN,Subtropical desert,alb_DirVis_iav_Subtropical desert,3,alb_DirVis,iav
738,rholvis,Subtropical desert,alb_DirVis_iav_Subtropical desert,4,alb_DirVis,iav
739,rhosvis,Subtropical desert,alb_DirVis_iav_Subtropical desert,5,alb_DirVis,iav
740,rholvis,Temperate rain forest,alb_DirVis_mean_Temperate rain forest,1,alb_DirVis,mean
741,tpu25ratio,Temperate rain forest,alb_DirVis_mean_Temperate rain forest,2,alb_DirVis,mean
742,taulvis,Temperate rain forest,alb_DirVis_mean_Temperate rain forest,3,alb_DirVis,mean
743,snow_canopy_storage_scalar,Temperate rain forest,alb_DirVis_mean_Temperate rain forest,4,alb_DirVis,mean
744,jmaxha,Temperate rain forest,alb_DirVis_mean_Temperate rain forest,5,alb_DirVis,mean
745,vcmaxha,Temperate rain forest,alb_DirVis_iav_Temperate rain forest,1,alb_DirVis,iav
746,lmrhd,Temperate rain forest,alb_DirVis_iav_Temperate rain forest,2,alb_DirVis,iav
747,jmaxha,Temperate rain forest,alb_DirVis_iav_Temperate rain forest,3,alb_DirVis,iav
748,kcha,Temperate rain forest,alb_DirVis_iav_Temperate rain forest,4,alb_DirVis,iav
749,jmaxb0,Temperate rain forest,alb_DirVis_iav_Temperate rain forest,5,alb_DirVis,iav
750,rholvis,Temperate seasonal forest,alb_DirVis_mean_Temperate seasonal forest,1,alb_DirVis,mean
751,snow_canopy_storage_scalar,Temperate seasonal forest,alb_DirVis_mean_Temperate seasonal forest,2,alb_DirVis,mean
752,jmaxb1,Temperate seasonal forest,alb_DirVis_mean_Temperate seasonal forest,3,alb_DirVis,mean
753,snowcan_unload_wind_fact,Temperate seasonal forest,alb_DirVis_mean_Temperate seasonal forest,4,alb_DirVis,mean
754,taulvis,Temperate seasonal forest,alb_DirVis_mean_Temperate seasonal forest,5,alb_DirVis,mean
755,q10_mr,Temperate seasonal forest,alb_DirVis_iav_Temperate seasonal forest,1,alb_DirVis,iav
756,upplim_destruct_metamorph,Temperate seasonal forest,alb_DirVis_iav_Temperate seasonal forest,2,alb_DirVis,iav
757,fff,Temperate seasonal forest,alb_DirVis_iav_Temperate seasonal forest,3,alb_DirVis,iav
758,maximum_leaf_wetted_fraction,Temperate seasonal forest,alb_DirVis_iav_Temperate seasonal forest,4,alb_DirVis,iav
759,jmaxhd,Temperate seasonal forest,alb_DirVis_iav_Temperate seasonal forest,5,alb_DirVis,iav
760,rholvis,Woodland/shrubland,alb_DirVis_mean_Woodland/shrubland,1,alb_DirVis,mean
761,rhosvis,Woodland/shrubland,alb_DirVis_mean_Woodland/shrubland,2,alb_DirVis,mean
762,medlynintercept,Woodland/shrubland,alb_DirVis_mean_Woodland/shrubland,3,alb_DirVis,mean
763,frac_sat_soil_dsl_init,Woodland/shrubland,alb_DirVis_mean_Woodland/shrubland,4,alb_DirVis,mean
764,medlynslope,Woodland/shrubland,alb_DirVis_mean_Woodland/shrubland,5,alb_DirVis,mean
765,accum_factor,Woodland/shrubland,alb_DirVis_iav_Woodland/shrubland,1,alb_DirVis,iav
766,vcmaxha,Woodland/shrubland,alb_DirVis_iav_Woodland/shrubland,2,alb_DirVis,iav
767,slatop,Woodland/shrubland,alb_DirVis_iav_Woodland/shrubland,3,alb_DirVis,iav
768,sand_pf,Woodland/shrubland,alb_DirVis_iav_Woodland/shrubland,4,alb_DirVis,iav
769,krmax,Woodland/shrubland,alb_DirVis_iav_Woodland/shrubland,5,alb_DirVis,iav
